subject_id,date,session,left,right,has_right,has_left,date_parsed,day_of_week,day_name,session_hour,work_type
129,06-11-2025,09-00-00,1188.116,1193.38,1,1,2025-11-06,3,Thursday,9,FO
129,06-11-2025,10-00-00,1171.192,1175.548,1,1,2025-11-06,3,Thursday,10,FO
129,06-11-2025,12-30-00,1169.457,123.119,1,1,2025-11-06,3,Thursday,12,FO
129,07-11-2025,14-30-00,1192.448,1110.148,1,1,2025-11-07,4,Friday,14,FO
129,07-11-2025,15-30-00,1112.752,1118.241,1,1,2025-11-07,4,Friday,15,FO
129,07-11-2025,16-30-00,1190.869,1196.859,1,1,2025-11-07,4,Friday,16,FO
129,07-11-2025,17-30-00,1189.454,599.429,1,1,2025-11-07,4,Friday,17,FO
80,23-09-2025,15-00-00,1196.625,1188.25,1,1,2025-09-23,1,Tuesday,15,FO
80,23-09-2025,16-30-00,1194.394,1197.196,1,1,2025-09-23,1,Tuesday,16,FO
80,23-09-2025,17-45-00,1180.372,1194.065,1,1,2025-09-23,1,Tuesday,17,FO
80,23-09-2025,19-15-00,1192.261,1196.017,1,1,2025-09-23,1,Tuesday,19,FO
80,24-09-2025,09-30-01,1197.329,1196.272,1,1,2025-09-24,2,Wednesday,9,FO
80,24-09-2025,10-30-00,1180.13,1044.432,1,1,2025-09-24,2,Wednesday,10,FO
80,24-09-2025,12-30-00,1185.603,1191.96,1,1,2025-09-24,2,Wednesday,12,FO
80,24-09-2025,13-30-00,975.603,996.566,1,1,2025-09-24,2,Wednesday,13,FO
80,25-09-2025,09-15-01,1107.122,1178.23,1,1,2025-09-25,3,Thursday,9,FO
80,25-09-2025,11-30-00,1193.886,1175.338,1,1,2025-09-25,3,Thursday,11,FO
80,25-09-2025,12-30-00,1124.786,1126.344,1,1,2025-09-25,3,Thursday,12,FO
80,26-09-2025,09-30-00,1197.484,1188.153,1,1,2025-09-26,4,Friday,9,FO
80,26-09-2025,11-00-00,1194.586,1191.186,1,1,2025-09-26,4,Friday,11,FO
80,26-09-2025,13-00-00,1195.445,1191.835,1,1,2025-09-26,4,Friday,13,FO
80,26-09-2025,14-00-00,1133.467,1138.808,1,1,2025-09-26,4,Friday,14,FO
81,22-09-2025,14-30-00,1190.081,,0,1,2025-09-22,0,Monday,14,FO
81,22-09-2025,16-00-00,1194.785,,0,1,2025-09-22,0,Monday,16,FO
81,22-09-2025,17-30-00,1194.914,,0,1,2025-09-22,0,Monday,17,FO
81,23-09-2025,14-30-00,1193.396,1195.233,1,1,2025-09-23,1,Tuesday,14,FO
81,23-09-2025,16-00-00,1190.985,1197.313,1,1,2025-09-23,1,Tuesday,16,FO
81,23-09-2025,17-00-00,1190.443,1193.002,1,1,2025-09-23,1,Tuesday,17,FO
81,23-09-2025,18-00-00,,1192.571,1,0,2025-09-23,1,Tuesday,18,FO
81,24-09-2025,15-00-00,1193.961,1195.076,1,1,2025-09-24,2,Wednesday,15,FO
81,24-09-2025,16-00-00,1197.307,1193.395,1,1,2025-09-24,2,Wednesday,16,FO
81,24-09-2025,17-00-00,1199.008,1197.376,1,1,2025-09-24,2,Wednesday,17,FO
81,25-09-2025,14-15-00,1169.763,,0,1,2025-09-25,3,Thursday,14,FO
81,25-09-2025,15-30-00,1191.362,,0,1,2025-09-25,3,Thursday,15,FO
81,25-09-2025,17-00-01,1195.76,1193.048,1,1,2025-09-25,3,Thursday,17,FO
81,26-09-2025,14-30-00,1171.318,,0,1,2025-09-26,4,Friday,14,FO
81,26-09-2025,16-00-00,1151.273,,0,1,2025-09-26,4,Friday,16,FO
81,26-09-2025,17-00-01,1189.04,,0,1,2025-09-26,4,Friday,17,FO
82,22-09-2025,14-30-00,1190.648,1186.774,1,1,2025-09-22,0,Monday,14,FO
82,22-09-2025,16-00-00,1192.252,,0,1,2025-09-22,0,Monday,16,FO
82,22-09-2025,17-30-00,1178.628,,0,1,2025-09-22,0,Monday,17,FO
82,22-09-2025,19-00-00,963.249,,0,1,2025-09-22,0,Monday,19,FO
82,23-09-2025,09-30-00,1196.368,1194.841,1,1,2025-09-23,1,Tuesday,9,FO
82,23-09-2025,10-30-00,1189.682,1189.329,1,1,2025-09-23,1,Tuesday,10,FO
82,23-09-2025,12-00-00,1192.992,1192.96,1,1,2025-09-23,1,Tuesday,12,FO
82,23-09-2025,13-30-00,480.376,1060.193,1,1,2025-09-23,1,Tuesday,13,FO
82,24-09-2025,15-00-00,1193.517,,0,1,2025-09-24,2,Wednesday,15,FO
82,24-09-2025,16-30-00,1194.68,,0,1,2025-09-24,2,Wednesday,16,FO
82,24-09-2025,17-30-00,1191.405,,0,1,2025-09-24,2,Wednesday,17,FO
82,24-09-2025,18-45-00,1192.528,,0,1,2025-09-24,2,Wednesday,18,FO
82,26-09-2025,15-00-01,1196.735,1196.954,1,1,2025-09-26,4,Friday,15,FO
82,26-09-2025,16-00-01,1193.017,,0,1,2025-09-26,4,Friday,16,FO
82,26-09-2025,17-30-00,1194.811,,0,1,2025-09-26,4,Friday,17,FO
83,22-09-2025,10-20-05,,1193.787,1,0,2025-09-22,0,Monday,10,BO
83,22-09-2025,11-30-00,1177.861,1185.611,1,1,2025-09-22,0,Monday,11,BO
83,22-09-2025,13-00-00,,1167.647,1,0,2025-09-22,0,Monday,13,BO
83,23-09-2025,09-05-00,1189.963,1196.869,1,1,2025-09-23,1,Tuesday,9,BO
83,23-09-2025,10-00-00,1191.758,,0,1,2025-09-23,1,Tuesday,10,BO
83,23-09-2025,11-30-00,1198.362,,0,1,2025-09-23,1,Tuesday,11,BO
83,23-09-2025,13-00-00,1161.993,,0,1,2025-09-23,1,Tuesday,13,BO
83,24-09-2025,12-30-01,1145.539,1188.883,1,1,2025-09-24,2,Wednesday,12,BO
83,24-09-2025,13-15-00,1183.48,1194.068,1,1,2025-09-24,2,Wednesday,13,BO
83,24-09-2025,15-15-00,1194.591,1192.089,1,1,2025-09-24,2,Wednesday,15,BO
83,24-09-2025,15-45-00,1197.544,1195.857,1,1,2025-09-24,2,Wednesday,15,BO
83,25-09-2025,09-15-01,1154.227,1165.228,1,1,2025-09-25,3,Thursday,9,BO
83,25-09-2025,10-15-01,,1187.194,1,0,2025-09-25,3,Thursday,10,BO
83,25-09-2025,14-15-00,1190.304,1129.63,1,1,2025-09-25,3,Thursday,14,BO
83,25-09-2025,15-00-01,1113.981,1195.529,1,1,2025-09-25,3,Thursday,15,BO
83,26-09-2025,08-45-00,1192.321,1190.933,1,1,2025-09-26,4,Friday,8,BO
83,26-09-2025,11-00-01,1190.058,1198.45,1,1,2025-09-26,4,Friday,11,BO
83,26-09-2025,12-45-00,1155.134,1039.978,1,1,2025-09-26,4,Friday,12,BO
83,26-09-2025,13-30-00,1197.751,1184.584,1,1,2025-09-26,4,Friday,13,BO
84,24-09-2025,10-00-00,1189.842,,0,1,2025-09-24,2,Wednesday,10,FO
84,24-09-2025,11-30-00,1158.239,,0,1,2025-09-24,2,Wednesday,11,FO
84,24-09-2025,12-30-00,827.813,,0,1,2025-09-24,2,Wednesday,12,FO
84,25-09-2025,14-30-00,1195.61,1197.188,1,1,2025-09-25,3,Thursday,14,FO
84,25-09-2025,16-00-00,1196.549,1187.777,1,1,2025-09-25,3,Thursday,16,FO
84,25-09-2025,17-00-00,1197.193,972.912,1,1,2025-09-25,3,Thursday,17,FO
84,25-09-2025,18-30-00,1167.083,1194.465,1,1,2025-09-25,3,Thursday,18,FO
84,26-09-2025,09-15-00,1192.868,1195.866,1,1,2025-09-26,4,Friday,9,FO
84,26-09-2025,11-00-00,1187.846,1196.14,1,1,2025-09-26,4,Friday,11,FO
84,26-09-2025,13-30-00,1154.113,1192.221,1,1,2025-09-26,4,Friday,13,FO
85,01-10-2025,09-15-00,1152.868,1190.732,1,1,2025-10-01,2,Wednesday,9,BO
85,01-10-2025,10-30-00,1178.533,,0,1,2025-10-01,2,Wednesday,10,BO
85,01-10-2025,11-45-00,1196.428,1158.88,1,1,2025-10-01,2,Wednesday,11,BO
85,01-10-2025,12-30-00,1167.586,1136.477,1,1,2025-10-01,2,Wednesday,12,BO
85,02-10-2025,15-30-00,1186.723,1191.86,1,1,2025-10-02,3,Thursday,15,BO
85,02-10-2025,17-00-00,1091.264,1188.304,1,1,2025-10-02,3,Thursday,17,BO
85,02-10-2025,18-00-00,1192.562,1169.776,1,1,2025-10-02,3,Thursday,18,BO
85,02-10-2025,19-00-00,1188.229,470.558,1,1,2025-10-02,3,Thursday,19,BO
85,03-10-2025,12-30-00,1191.345,1185.718,1,1,2025-10-03,4,Friday,12,BO
85,03-10-2025,13-00-00,1189.645,1179.205,1,1,2025-10-03,4,Friday,13,BO
85,03-10-2025,14-30-00,1187.854,1177.619,1,1,2025-10-03,4,Friday,14,BO
85,03-10-2025,16-00-00,1198.541,433.457,1,1,2025-10-03,4,Friday,16,BO
85,29-09-2025,15-30-01,1191.908,,0,1,2025-09-29,0,Monday,15,BO
85,29-09-2025,17-30-00,1198.193,1189.176,1,1,2025-09-29,0,Monday,17,BO
85,29-09-2025,19-30-00,1190.139,1195.093,1,1,2025-09-29,0,Monday,19,BO
85,30-09-2025,15-00-00,1192.278,1189.021,1,1,2025-09-30,1,Tuesday,15,BO
85,30-09-2025,16-30-00,1198.326,1178.084,1,1,2025-09-30,1,Tuesday,16,BO
85,30-09-2025,17-30-00,1194.473,,0,1,2025-09-30,1,Tuesday,17,BO
85,30-09-2025,19-00-00,1054.514,1069.923,1,1,2025-09-30,1,Tuesday,19,BO
86,01-10-2025,11-00-00,1181.975,1189.726,1,1,2025-10-01,2,Wednesday,11,BO
86,01-10-2025,12-30-00,1105.717,1179.102,1,1,2025-10-01,2,Wednesday,12,BO
86,01-10-2025,14-30-00,1062.972,1136.427,1,1,2025-10-01,2,Wednesday,14,BO
86,02-10-2025,11-00-00,1015.866,1196.481,1,1,2025-10-02,3,Thursday,11,BO
86,02-10-2025,12-30-01,1185.058,1082.029,1,1,2025-10-02,3,Thursday,12,BO
86,02-10-2025,13-30-01,,1195.567,1,0,2025-10-02,3,Thursday,13,BO
86,02-10-2025,15-30-00,1178.726,1191.599,1,1,2025-10-02,3,Thursday,15,BO
86,03-10-2025,11-30-01,1198.069,1192.453,1,1,2025-10-03,4,Friday,11,BO
86,03-10-2025,13-00-00,1190.01,1179.823,1,1,2025-10-03,4,Friday,13,BO
86,03-10-2025,14-30-00,1186.095,1191.982,1,1,2025-10-03,4,Friday,14,BO
86,03-10-2025,16-00-00,1037.248,1195.438,1,1,2025-10-03,4,Friday,16,BO
86,29-09-2025,11-30-00,1194.147,1195.032,1,1,2025-09-29,0,Monday,11,BO
86,29-09-2025,12-30-00,1189.602,1192.612,1,1,2025-09-29,0,Monday,12,BO
86,29-09-2025,13-45-00,1167.519,1140.482,1,1,2025-09-29,0,Monday,13,BO
86,29-09-2025,15-45-00,1192.196,1175.778,1,1,2025-09-29,0,Monday,15,BO
86,30-09-2025,14-30-00,1191.218,1196.7,1,1,2025-09-30,1,Tuesday,14,BO
86,30-09-2025,16-00-00,1188.206,1193.773,1,1,2025-09-30,1,Tuesday,16,BO
86,30-09-2025,18-00-00,,1195.253,1,0,2025-09-30,1,Tuesday,18,BO
86,30-09-2025,19-30-00,,1146.595,1,0,2025-09-30,1,Tuesday,19,BO
87,01-10-2025,15-00-00,1198.637,1189.561,1,1,2025-10-01,2,Wednesday,15,BO
87,01-10-2025,16-30-00,1198.157,1189.191,1,1,2025-10-01,2,Wednesday,16,BO
87,01-10-2025,18-00-00,78.963,1178.271,1,1,2025-10-01,2,Wednesday,18,BO
87,01-10-2025,19-00-00,,1160.131,1,0,2025-10-01,2,Wednesday,19,BO
87,02-10-2025,15-00-00,1188.728,1197.451,1,1,2025-10-02,3,Thursday,15,BO
87,02-10-2025,16-30-00,1191.968,1196.864,1,1,2025-10-02,3,Thursday,16,BO
87,02-10-2025,17-30-00,375.575,1184.254,1,1,2025-10-02,3,Thursday,17,BO
87,02-10-2025,19-00-01,,1193.211,1,0,2025-10-02,3,Thursday,19,BO
87,03-10-2025,16-00-00,1189.47,1195.606,1,1,2025-10-03,4,Friday,16,BO
87,03-10-2025,17-30-00,1197.124,1145.996,1,1,2025-10-03,4,Friday,17,BO
87,03-10-2025,18-30-00,199.176,1191.968,1,1,2025-10-03,4,Friday,18,BO
87,29-09-2025,14-45-00,,1190.078,1,0,2025-09-29,0,Monday,14,BO
87,29-09-2025,15-45-00,,1191.006,1,0,2025-09-29,0,Monday,15,BO
87,29-09-2025,17-30-00,,1190.009,1,0,2025-09-29,0,Monday,17,BO
87,29-09-2025,19-00-00,,1197.176,1,0,2025-09-29,0,Monday,19,BO
87,30-09-2025,14-45-00,1167.732,1188.624,1,1,2025-09-30,1,Tuesday,14,BO
87,30-09-2025,16-00-01,1108.299,1116.361,1,1,2025-09-30,1,Tuesday,16,BO
87,30-09-2025,17-00-00,1194.655,1192.114,1,1,2025-09-30,1,Tuesday,17,BO
87,30-09-2025,18-30-01,,1190.385,1,0,2025-09-30,1,Tuesday,18,BO
89,01-10-2025,14-30-00,1176.839,1179.356,1,1,2025-10-01,2,Wednesday,14,FO
89,01-10-2025,16-00-00,1195.021,1198.146,1,1,2025-10-01,2,Wednesday,16,FO
89,01-10-2025,17-30-00,1193.205,1194.995,1,1,2025-10-01,2,Wednesday,17,FO
89,01-10-2025,18-45-00,1191.882,1188.913,1,1,2025-10-01,2,Wednesday,18,FO
89,02-10-2025,15-30-00,1198.492,1192.71,1,1,2025-10-02,3,Thursday,15,FO
89,02-10-2025,16-30-00,1192.734,1144.005,1,1,2025-10-02,3,Thursday,16,FO
89,02-10-2025,18-00-00,1192.929,1187.411,1,1,2025-10-02,3,Thursday,18,FO
89,02-10-2025,19-00-00,1196.672,1197.937,1,1,2025-10-02,3,Thursday,19,FO
89,03-10-2025,15-30-01,,1190.742,1,0,2025-10-03,4,Friday,15,FO
89,03-10-2025,17-00-00,,1194.587,1,0,2025-10-03,4,Friday,17,FO
89,03-10-2025,18-00-00,,1183.838,1,0,2025-10-03,4,Friday,18,FO
89,03-10-2025,19-00-01,,1193.055,1,0,2025-10-03,4,Friday,19,FO
89,29-09-2025,15-30-00,1191.949,1193.299,1,1,2025-09-29,0,Monday,15,FO
89,29-09-2025,16-45-00,1191.746,1198.387,1,1,2025-09-29,0,Monday,16,FO
89,29-09-2025,18-00-01,1196.728,1199.023,1,1,2025-09-29,0,Monday,18,FO
89,29-09-2025,19-15-00,1195.738,1133.813,1,1,2025-09-29,0,Monday,19,FO
89,30-09-2025,15-15-00,1196.537,1195.008,1,1,2025-09-30,1,Tuesday,15,FO
89,30-09-2025,16-45-00,1166.011,1174.103,1,1,2025-09-30,1,Tuesday,16,FO
89,30-09-2025,18-00-00,1191.165,1132.419,1,1,2025-09-30,1,Tuesday,18,FO
89,30-09-2025,18-45-00,1174.737,1197.751,1,1,2025-09-30,1,Tuesday,18,FO
90,01-10-2025,11-00-00,1116.136,1192.285,1,1,2025-10-01,2,Wednesday,11,FO
90,01-10-2025,12-30-00,1190.464,1193.616,1,1,2025-10-01,2,Wednesday,12,FO
90,01-10-2025,14-30-00,1187.339,1197.601,1,1,2025-10-01,2,Wednesday,14,FO
90,01-10-2025,15-30-00,1195.876,1164.972,1,1,2025-10-01,2,Wednesday,15,FO
90,02-10-2025,09-30-00,1197.747,1192.143,1,1,2025-10-02,3,Thursday,9,FO
90,02-10-2025,11-00-00,1196.123,1148.646,1,1,2025-10-02,3,Thursday,11,FO
90,02-10-2025,12-30-00,1157.462,908.926,1,1,2025-10-02,3,Thursday,12,FO
90,02-10-2025,13-30-01,1198.405,1193.705,1,1,2025-10-02,3,Thursday,13,FO
90,03-10-2025,15-30-00,1194.272,1193.592,1,1,2025-10-03,4,Friday,15,FO
90,03-10-2025,17-00-00,1166.974,1198.448,1,1,2025-10-03,4,Friday,17,FO
90,03-10-2025,18-00-00,1122.191,1131.864,1,1,2025-10-03,4,Friday,18,FO
90,03-10-2025,19-00-00,1185.522,1191.363,1,1,2025-10-03,4,Friday,19,FO
90,29-09-2025,14-30-00,1192.764,1196.643,1,1,2025-09-29,0,Monday,14,FO
90,29-09-2025,15-30-00,1192.843,1190.456,1,1,2025-09-29,0,Monday,15,FO
90,29-09-2025,17-30-00,1169.381,1191.19,1,1,2025-09-29,0,Monday,17,FO
90,29-09-2025,19-00-01,1190.338,1170.531,1,1,2025-09-29,0,Monday,19,FO
93,27-10-2025,14-30-00,1163.742,1163.272,1,1,2025-10-27,0,Monday,14,BO
93,27-10-2025,16-00-00,1146.549,1156.408,1,1,2025-10-27,0,Monday,16,BO
93,27-10-2025,17-30-00,1152.59,,0,1,2025-10-27,0,Monday,17,BO
93,28-10-2025,14-30-00,1192.222,1186.976,1,1,2025-10-28,1,Tuesday,14,BO
93,28-10-2025,16-00-01,1186.255,1168.643,1,1,2025-10-28,1,Tuesday,16,BO
93,28-10-2025,17-00-00,1178.894,1164.218,1,1,2025-10-28,1,Tuesday,17,BO
93,28-10-2025,18-30-01,,496.334,1,0,2025-10-28,1,Tuesday,18,BO
93,29-10-2025,14-30-00,1178.179,1131.24,1,1,2025-10-29,2,Wednesday,14,BO
93,29-10-2025,15-30-00,1181.11,,0,1,2025-10-29,2,Wednesday,15,BO
93,29-10-2025,16-30-00,1191.303,1178.561,1,1,2025-10-29,2,Wednesday,16,BO
93,29-10-2025,17-30-00,609.691,1185.893,1,1,2025-10-29,2,Wednesday,17,BO
93,30-10-2025,14-30-01,1183.023,1178.405,1,1,2025-10-30,3,Thursday,14,BO
93,30-10-2025,16-00-00,1182.904,,0,1,2025-10-30,3,Thursday,16,BO
93,30-10-2025,17-00-00,1182.047,,0,1,2025-10-30,3,Thursday,17,BO
93,31-10-2025,11-30-00,1181.824,1180.009,1,1,2025-10-31,4,Friday,11,BO
93,31-10-2025,13-00-00,1157.493,1101.033,1,1,2025-10-31,4,Friday,13,BO
93,31-10-2025,14-30-00,211.953,1126.15,1,1,2025-10-31,4,Friday,14,BO
95,06-10-2025,15-00-00,1154.31,1159.059,1,1,2025-10-06,0,Monday,15,BO
95,06-10-2025,16-30-01,1196.423,1169.006,1,1,2025-10-06,0,Monday,16,BO
95,06-10-2025,17-30-00,1175.572,1135.501,1,1,2025-10-06,0,Monday,17,BO
95,06-10-2025,18-30-00,1093.686,1186.319,1,1,2025-10-06,0,Monday,18,BO
95,07-10-2025,14-30-00,1190.333,1198.062,1,1,2025-10-07,1,Tuesday,14,BO
95,07-10-2025,16-00-00,1197.563,1184.636,1,1,2025-10-07,1,Tuesday,16,BO
95,07-10-2025,18-00-00,1192.617,1193.219,1,1,2025-10-07,1,Tuesday,18,BO
95,07-10-2025,19-00-00,993.978,1179.392,1,1,2025-10-07,1,Tuesday,19,BO
95,08-10-2025,14-30-01,1187.249,1187.038,1,1,2025-10-08,2,Wednesday,14,BO
95,08-10-2025,15-30-00,1189.873,1178.774,1,1,2025-10-08,2,Wednesday,15,BO
95,08-10-2025,17-30-00,1153.73,1180.299,1,1,2025-10-08,2,Wednesday,17,BO
95,08-10-2025,19-00-00,716.12,1190.133,1,1,2025-10-08,2,Wednesday,19,BO
95,09-10-2025,15-30-00,1194.95,1137.868,1,1,2025-10-09,3,Thursday,15,BO
95,09-10-2025,16-30-00,1089.592,1170.435,1,1,2025-10-09,3,Thursday,16,BO
95,09-10-2025,17-00-00,1195.846,1193.189,1,1,2025-10-09,3,Thursday,17,BO
95,09-10-2025,18-00-00,1195.569,1125.945,1,1,2025-10-09,3,Thursday,18,BO
95,10-10-2025,15-30-01,1198.473,1190.004,1,1,2025-10-10,4,Friday,15,BO
95,10-10-2025,16-30-00,1192.09,1170.387,1,1,2025-10-10,4,Friday,16,BO
95,10-10-2025,17-30-01,1196.142,1176.654,1,1,2025-10-10,4,Friday,17,BO
95,10-10-2025,18-00-00,973.121,1196.728,1,1,2025-10-10,4,Friday,18,BO
97,27-10-2025,14-00-00,1155.458,1197.664,1,1,2025-10-27,0,Monday,14,BO
97,27-10-2025,15-30-00,1184.955,1157.43,1,1,2025-10-27,0,Monday,15,BO
97,27-10-2025,17-00-00,1192.161,1187.533,1,1,2025-10-27,0,Monday,17,BO
97,27-10-2025,18-00-01,1180.415,,0,1,2025-10-27,0,Monday,18,BO
97,28-10-2025,15-30-00,1195.987,1190.353,1,1,2025-10-28,1,Tuesday,15,BO
97,28-10-2025,16-30-00,1190.276,1192.538,1,1,2025-10-28,1,Tuesday,16,BO
97,28-10-2025,17-30-00,1195.928,,0,1,2025-10-28,1,Tuesday,17,BO
97,29-10-2025,14-30-00,1188.46,1187.513,1,1,2025-10-29,2,Wednesday,14,BO
97,29-10-2025,15-30-00,1197.836,1197.552,1,1,2025-10-29,2,Wednesday,15,BO
97,29-10-2025,16-30-00,1196.843,1192.274,1,1,2025-10-29,2,Wednesday,16,BO
97,29-10-2025,17-40-00,1194.838,,0,1,2025-10-29,2,Wednesday,17,BO
97,30-10-2025,15-30-00,1192.142,1191.117,1,1,2025-10-30,3,Thursday,15,BO
97,30-10-2025,16-30-00,1196.674,1183.499,1,1,2025-10-30,3,Thursday,16,BO
97,30-10-2025,17-30-00,1190.115,,0,1,2025-10-30,3,Thursday,17,BO
97,30-10-2025,18-30-00,1193.981,,0,1,2025-10-30,3,Thursday,18,BO
97,31-10-2025,15-00-00,1198.492,,0,1,2025-10-31,4,Friday,15,BO
97,31-10-2025,16-30-00,1196.775,,0,1,2025-10-31,4,Friday,16,BO
97,31-10-2025,17-30-01,1196.646,,0,1,2025-10-31,4,Friday,17,BO
97,31-10-2025,18-30-01,1196.509,,0,1,2025-10-31,4,Friday,18,BO
99,03-11-2025,09-30-00,1194.241,1196.296,1,1,2025-11-03,0,Monday,9,BO
99,03-11-2025,10-30-00,1196.036,1196.652,1,1,2025-11-03,0,Monday,10,BO
99,03-11-2025,12-30-00,1159.259,1174.87,1,1,2025-11-03,0,Monday,12,BO
99,03-11-2025,13-30-00,1115.542,1189.724,1,1,2025-11-03,0,Monday,13,BO
99,04-11-2025,09-30-00,1194.219,1188.868,1,1,2025-11-04,1,Tuesday,9,BO
99,04-11-2025,11-00-00,1185.426,1194.277,1,1,2025-11-04,1,Tuesday,11,BO
99,04-11-2025,12-00-00,1194.53,1191.844,1,1,2025-11-04,1,Tuesday,12,BO
99,04-11-2025,13-00-00,1188.485,1174.066,1,1,2025-11-04,1,Tuesday,13,BO
99,06-11-2025,10-00-00,1196.913,1195.664,1,1,2025-11-06,3,Thursday,10,BO
99,06-11-2025,11-00-00,1112.445,1190.332,1,1,2025-11-06,3,Thursday,11,BO
99,06-11-2025,12-00-00,1194.198,1192.929,1,1,2025-11-06,3,Thursday,12,BO
99,06-11-2025,13-00-01,1191.789,1189.932,1,1,2025-11-06,3,Thursday,13,BO
99,07-11-2025,09-30-00,1194.403,1198.212,1,1,2025-11-07,4,Friday,9,BO
99,07-11-2025,10-30-00,1190.149,1182.276,1,1,2025-11-07,4,Friday,10,BO
99,07-11-2025,11-30-01,1164.83,1190.267,1,1,2025-11-07,4,Friday,11,BO
99,07-11-2025,12-30-00,1193.677,1161.445,1,1,2025-11-07,4,Friday,12,BO
